用户ID,平台,设备档位,单次使用时长秒,周会话次数,是否付费
U010316,安卓,低端,182,4,0
U010317,iOS,中端,434,6,0
U010318,安卓,高端,401,3,0
U010319,安卓,中端,433,9,0
U010320,iOS,高端,242,9,0
U010321,安卓,中端,101,8,0
U010322,安卓,中端,77,5,0
U010323,安卓,中端,87,5,0
U010324,iOS,中端,123,7,0
U010325,安卓,中端,374,5,0
U010326,iOS,中端,255,8,0
U010327,安卓,低端,1438,3,0
U010328,安卓,中端,135000,6,0
U010329,iOS,高端,121,9,1
U010330,iOS,中端,503,3,0
U010331,iOS,高端,1929,3,0
U010332,iOS,中端,739,12,0
U010333,iOS,高端,139,5,0
U010334,iOS,中端,970,10,0
U010335,安卓,低端,324,4,0
U010336,iOS,中端,472,11,0
U010337,iOS,中端,661,6,0
U010338,安卓,中端,91,7,0
U010339,iOS,中端,325,6,0
U010340,iOS,中端,130,7,0
U010341,安卓,中端,58,7,0
U010342,iOS,中端,220,8,0
U010343,安卓,中端,184,7,0
U010344,安卓,高端,7481,7,0
U010345,安卓,低端,549,6,0
U010346,安卓,低端,496,3,0
U010347,安卓,中端,257,10,1
U010348,安卓,中端,11809,7,0
U010349,安卓,低端,765,8,1
U010350,安卓,低端,1159,4,0
U010351,安卓,低端,96,3,0
U010352,安卓,低端,338,7,0
U010353,安卓,低端,279,10,1
U010354,iOS,中端,26,15,0
U010355,安卓,低端,69,2,0
U010356,安卓,中端,154,4,0
U010357,安卓,中端,990,6,0
U010358,安卓,中端,110,6,0
U010359,iOS,中端,720,8,0
U010360,安卓,中端,216,4,0
U010361,iOS,中端,233,6,0
U010362,iOS,中端,822,10,0
U010363,安卓,中端,378,5,0
U010364,安卓,低端,6,6,0
U010365,iOS,中端,229,6,0
U010366,安卓,低端,238,6,0
U010367,iOS,中端,835,13,0
U010368,安卓,低端,924,1,0
U010369,iOS,中端,85,4,0
U010370,iOS,中端,435,6,0
U010371,安卓,中端,332,5,0
U010372,iOS,中端,55,8,0
U010373,安卓,低端,51,4,0
U010374,安卓,低端,535,6,0
U010375,iOS,中端,151,6,0
U010376,安卓,低端,27,5,0
U010377,安卓,低端,181,7,0
U010378,iOS,高端,356,3,0
U010379,iOS,高端,1069,6,0
U010380,安卓,高端,662,7,0
U010381,安卓,低端,64,8,0
U010382,安卓,高端,968,5,0
U010383,安卓,低端,81,3,0
U010384,安卓,低端,10,10,0
U010385,安卓,中端,2487,2,0
U010386,安卓,中端,602,6,0
U010387,iOS,中端,126,13,0
U010388,安卓,低端,163,4,0
U010389,安卓,中端,188,6,0
U010390,安卓,高端,1039,10,0
U010391,安卓,中端,285,5,0
U010392,iOS,低端,29,9,0
U010393,安卓,低端,43,2,0
U010394,安卓,低端,175,5,0
U010395,安卓,高端,1403,7,0
U010396,安卓,中端,623,4,0
U010397,iOS,高端,296,6,0
U010398,iOS,中端,57,9,0
U010399,安卓,中端,27,6,0
U010400,iOS,中端,207,8,0
U010401,iOS,中端,311,11,0
U010402,安卓,中端,453,8,0
U010403,安卓,低端,47,5,0
U010404,安卓,中端,95,8,0
U010405,安卓,中端,17,9,0
U010406,安卓,低端,1285,6,0
U010407,安卓,低端,61,12,0
U010408,iOS,中端,292,8,0
U010409,安卓,中端,465,8,1
U010410,iOS,低端,506,6,0
U010411,安卓,中端,250,8,0
U010412,安卓,低端,18,4,0
U010413,安卓,中端,203,6,0
U010414,安卓,高端,272,8,0
U010415,安卓,高端,59,8,0
U010416,安卓,中端,44,5,0
U010417,安卓,低端,48,4,0
U010418,iOS,中端,169,8,0
U010419,iOS,高端,623,7,0
U010420,安卓,低端,328,2,0
U010421,安卓,低端,186,8,0
U010422,安卓,高端,1708,4,0
U010423,安卓,中端,661,8,0
U010424,安卓,中端,72,4,0
U010425,iOS,中端,181,3,0
U010426,安卓,高端,80,6,0
U010427,iOS,低端,114,9,0
U010428,安卓,低端,1189,13,0
U010429,iOS,中端,388,7,0
U010430,安卓,低端,121,7,0
U010431,安卓,低端,155,4,0
U010432,安卓,中端,189,3,0
U010433,安卓,低端,423,5,0
U010434,安卓,低端,50,9,0
U010435,安卓,低端,176,8,0
U010436,安卓,中端,76,6,0
U010437,安卓,低端,72,7,0
U010438,iOS,中端,196,6,0
U010439,安卓,中端,90,4,0
U010440,安卓,低端,36,3,0
U010441,安卓,中端,593,7,0
U010442,iOS,中端,37,12,0
U010443,安卓,中端,128,7,0
U010444,安卓,低端,148,4,0
U010445,iOS,中端,155,9,0
U010446,安卓,低端,53,3,0
U010447,安卓,中端,55,8,0
U010448,安卓,中端,793,5,0
U010449,安卓,低端,4038,4,0
U010450,安卓,中端,32,4,0
U010451,安卓,中端,155,7,0
U010452,安卓,低端,530,6,1
U010453,安卓,低端,17,7,0
U010454,安卓,中端,466,7,0
U010455,iOS,中端,159,7,0
U010456,iOS,低端,697,9,0
U010457,安卓,低端,365,5,0
U010458,安卓,高端,184,4,0
U010459,iOS,中端,114,9,0
U010460,iOS,高端,1242,7,0
U010461,安卓,中端,197,9,0
U010462,安卓,中端,48,10,0
U010463,安卓,低端,262,4,1
U010464,iOS,中端,277,11,0
U010465,iOS,高端,96,7,0
U010466,安卓,低端,1579,4,0
U010467,安卓,中端,677,6,0
U010468,安卓,低端,140,6,0
U010469,iOS,中端,112,6,0
U010470,安卓,中端,1261,6,0
U010471,安卓,低端,255,9,0
U010472,安卓,中端,251,5,0
U010473,安卓,高端,1436,8,1
U010474,安卓,低端,121,5,0
U010475,iOS,低端,187,8,0
U010476,安卓,高端,90,4,0
U010477,安卓,低端,73,4,0
U010478,安卓,低端,559,7,0
U010479,安卓,高端,659,3,0
U010480,安卓,低端,302,4,0
U010481,iOS,中端,125,3,0
U010482,安卓,低端,1494,3,1
U010483,安卓,中端,691,7,0
U010484,安卓,中端,205,3,0
U010485,安卓,低端,146,6,0
U010486,iOS,低端,254,9,0
U010487,iOS,高端,382,12,0
U010488,安卓,中端,17,3,0
U010489,安卓,低端,84,8,0
U010490,iOS,中端,331,9,0
U010491,安卓,高端,2305,1,0
U010492,iOS,高端,195,13,0
U010493,iOS,高端,823,6,0
U010494,iOS,中端,235,7,0
U010495,安卓,中端,451,3,0
U010496,安卓,低端,147,4,0
U010497,iOS,中端,135,7,0
U010498,安卓,中端,436,4,0
U010499,安卓,低端,47,9,0
U010500,安卓,低端,261,13,0
U010501,安卓,中端,97,9,0
U010502,安卓,低端,167,3,0
U010503,iOS,中端,152,10,0
U010504,安卓,低端,45,12,0
U010505,iOS,中端,442,11,0
U010506,安卓,高端,472,11,0
U010507,安卓,中端,77,4,0
U010508,安卓,中端,176,7,0
U010509,安卓,中端,432,10,0
U010510,安卓,中端,223,8,0
U010511,安卓,低端,65,7,0
U010512,iOS,中端,350,5,0
U010513,安卓,低端,234,8,0
U010514,安卓,中端,410,7,0
U010515,安卓,中端,40,6,0
U010516,安卓,中端,373,6,0
U010517,安卓,高端,269,2,0
U010518,安卓,低端,408,6,0
U010519,iOS,低端,45,10,0
U010520,iOS,高端,385,6,0
U010521,安卓,低端,397,6,0
U010522,iOS,中端,315,14,0
U010523,安卓,高端,369,6,0
U010524,安卓,高端,490,6,0
U010525,iOS,中端,696,6,0
U010526,安卓,中端,233,3,0
U010527,iOS,中端,1119,7,0
U010528,iOS,中端,114,5,0
U010529,安卓,高端,880,9,0
U010530,安卓,中端,695,7,0
U010531,iOS,低端,333,8,0
U010532,安卓,低端,547,5,0
U010533,安卓,高端,83,3,0
U010534,安卓,低端,153,4,0
U010535,安卓,中端,133,11,1
U010536,iOS,中端,1057,10,1
U010537,iOS,高端,152,10,0
U010538,安卓,高端,76,5,0
U010539,安卓,中端,241,8,0
U010540,安卓,低端,254,10,0
U010541,iOS,中端,518,3,0
U010542,安卓,低端,318,5,0
U010543,安卓,中端,195,4,0
U010544,安卓,高端,410,7,0
U010545,安卓,中端,187,5,0
U010546,iOS,中端,225,8,0
U010547,iOS,中端,91,6,0
U010548,安卓,低端,37,4,0
U010549,iOS,高端,227,5,0
U010550,安卓,低端,47,3,0
U010551,安卓,高端,143,6,0
U010552,安卓,高端,293,6,0
U010553,安卓,中端,39,5,0
U010554,安卓,低端,399,6,0
U010555,iOS,中端,690,6,0
U010556,iOS,中端,796,4,0
U010557,安卓,高端,1063,11,0
U010558,安卓,低端,274,7,0
U010559,安卓,低端,175,4,0
U010560,安卓,低端,66,5,0
U010561,安卓,低端,184,5,0
U010562,安卓,高端,527,11,0
U010563,安卓,中端,175,5,0
U010564,安卓,低端,1923,11,0
U010565,安卓,低端,199,4,0
U010566,安卓,中端,22,3,0
U010567,安卓,低端,402,8,0
U010568,iOS,中端,127,6,1
U010569,安卓,低端,346,5,0
U010570,安卓,低端,359,4,0
U010571,iOS,中端,376,10,0
U010572,安卓,中端,156,8,0
U010573,iOS,中端,1743,5,0
U010574,iOS,中端,70,2,0
U010575,安卓,高端,380,10,0
U010576,安卓,低端,2283,5,0
U010577,安卓,低端,428,3,0
U010578,安卓,低端,385,6,0
U010579,iOS,低端,59,6,0
U010580,安卓,低端,486,8,0
U010581,安卓,低端,26,5,0
U010582,iOS,高端,949,6,0
U010583,安卓,低端,95,9,0
U010584,安卓,低端,31,2,0
U010585,iOS,中端,263,4,0
U010586,安卓,中端,60,5,0
U010587,iOS,中端,103,3,0
U010588,iOS,低端,239,10,0
U010589,安卓,低端,1987,5,0
U010590,iOS,低端,78,11,0
U010591,iOS,中端,2337,10,0
U010592,安卓,低端,35,3,0
U010593,安卓,中端,1129,4,0
U010594,iOS,中端,738,9,0
U010595,安卓,低端,2332,4,0
U010596,安卓,低端,158,6,0
U010597,安卓,低端,48,2,0
U010598,iOS,高端,329,6,0
U010599,iOS,中端,243,6,0
U010600,iOS,中端,306,8,0
U010601,安卓,低端,642,6,0
U010602,安卓,中端,616,3,0
U010603,安卓,中端,163,6,0
U010604,iOS,中端,97,6,0
U010605,安卓,中端,45,8,0
U010606,iOS,中端,198,8,0
U010607,安卓,中端,429,5,0
U010608,安卓,中端,2918,7,0
U010609,安卓,中端,129,4,0
U010610,iOS,中端,112,9,0
U010611,安卓,低端,616,6,0
U010612,iOS,高端,480,5,0
U010613,安卓,中端,54,12,0
U010614,安卓,高端,269,6,0
U010615,iOS,中端,1059,8,0
U010616,安卓,中端,68,8,0
U010617,iOS,低端,382,9,0
U010618,iOS,高端,605,11,0
U010619,iOS,中端,320,7,0
U010620,安卓,高端,1185,7,0
U010621,安卓,中端,731,4,0
U010622,安卓,低端,1053,2,0
U010623,安卓,低端,66,3,0
U010624,iOS,高端,880,6,0
U010625,安卓,中端,486,6,0
U010626,iOS,中端,199,10,1
U010627,安卓,低端,232,7,0
U010628,安卓,高端,638,3,0
U010629,iOS,中端,253,13,0
U010630,安卓,低端,429,5,0
U010631,安卓,低端,5,14,0
U010632,安卓,低端,136,6,0
U010633,安卓,高端,173,7,0
U010634,iOS,中端,535,2,0
U010635,iOS,高端,526,5,0
U010636,iOS,高端,1067,8,0
U010637,安卓,中端,421,5,0
U010638,iOS,中端,1142,7,0
U010639,安卓,中端,79,5,0
U010640,安卓,低端,437,5,0
U010641,安卓,中端,193,5,0
U010642,iOS,高端,181,9,1
U010643,安卓,高端,171,3,0
U010644,安卓,中端,896,7,0
U010645,安卓,中端,267,2,0
U010646,iOS,中端,247,9,1
U010647,iOS,低端,96,6,0
U010648,安卓,中端,165,7,0
U010649,iOS,高端,330,10,0
U010650,安卓,低端,1278,4,0
U010651,iOS,高端,694,10,0
U010652,iOS,高端,115,7,0
U010653,安卓,中端,131,7,0
U010654,安卓,中端,4024,6,0
U010655,安卓,中端,76,5,0
U010656,iOS,中端,317,3,0
U010657,安卓,低端,477,7,0
U010658,安卓,低端,60,5,0
U010659,iOS,高端,1579,7,0
U010660,iOS,中端,115,6,0
U010661,安卓,低端,54,7,0
U010662,iOS,高端,326,12,0
U010663,安卓,中端,870,5,0
U010664,安卓,中端,184,7,0
U010665,安卓,中端,92,4,0
U010666,安卓,中端,431,4,0
U010667,安卓,中端,41,5,0
U010668,安卓,低端,442,6,0
U010669,安卓,中端,155,9,0
U010670,安卓,中端,68,8,0
U010671,安卓,中端,155,3,0
U010672,安卓,低端,932,6,0
U010673,安卓,低端,205,3,0
U010674,安卓,中端,474,6,0
U010675,iOS,高端,656,14,0
U010676,iOS,高端,220,9,0
U010677,安卓,中端,790,3,0
U010678,安卓,中端,190,8,0
U010679,安卓,低端,328,6,0
U010680,iOS,高端,189,8,0
U010681,安卓,中端,82,5,0
U010682,iOS,高端,660,6,0
U010683,iOS,低端,533,5,0
U010684,安卓,中端,1784,4,0
U010685,iOS,低端,688,8,0
U010686,安卓,中端,575,5,0
U010687,iOS,高端,534,4,0
U010688,iOS,中端,402,9,0
U010689,安卓,低端,118,2,0
U010690,安卓,高端,228,8,0
U010691,安卓,低端,86,4,1
U010692,安卓,中端,186,3,0
U010693,iOS,高端,216,9,0
U010694,安卓,低端,347,10,0
U010695,安卓,中端,616,9,0
U010696,iOS,中端,140,6,1
U010697,iOS,中端,87,7,0
U010698,安卓,低端,46,5,0
U010699,安卓,中端,340,6,1
U010700,安卓,高端,1678,5,0
U010701,安卓,中端,42,3,0
U010702,安卓,低端,240,6,0
U010703,安卓,中端,151,7,0
U010704,安卓,低端,135,6,0
U010705,安卓,低端,88,6,0
U010706,安卓,中端,282,2,0
U010707,安卓,低端,1166,5,0
U010708,iOS,中端,442,1,0
U010709,安卓,中端,147,3,0
U010710,安卓,低端,365,9,0
U010711,iOS,中端,494,8,0
U010712,安卓,高端,45,4,0
U010713,安卓,低端,1254,5,0
U010714,安卓,低端,128,3,0
U010715,iOS,高端,669,8,0
U010716,iOS,高端,902,6,0
U010717,iOS,中端,2606,6,0
U010718,iOS,中端,373,12,0
U010719,iOS,低端,221,5,0
U010720,安卓,高端,725,7,0
U010721,安卓,低端,238,6,0
U010722,iOS,高端,181,4,0
U010723,安卓,中端,152,7,0
U010724,安卓,低端,283,5,0
U010725,安卓,中端,1106,9,0
U010726,iOS,中端,858,11,0
U010727,iOS,低端,150,11,0
U010728,安卓,中端,161,5,0
U010729,安卓,低端,1206,7,0
U010730,安卓,中端,106,7,1
U010731,iOS,低端,136,11,0
U010732,安卓,中端,325,3,0
U010733,安卓,低端,1936,7,0
U010734,安卓,中端,899,8,0
U010735,安卓,中端,143,2,0
U010736,安卓,低端,520,4,0
U010737,安卓,低端,167,6,0
U010738,安卓,低端,578,3,0
U010739,iOS,中端,181,6,0
U010740,iOS,中端,447,11,0
U010741,安卓,中端,277,3,0
U010742,iOS,高端,1011,16,0
U010743,安卓,中端,86,6,0
U010744,安卓,中端,372,6,1
U010745,安卓,低端,696,4,0
U010746,安卓,低端,84,5,0
U010747,iOS,高端,700,5,0
U010748,安卓,低端,158,6,0
U010749,安卓,低端,391,7,0
U010750,iOS,高端,512,8,0
U010751,安卓,高端,163,4,0
U010752,安卓,低端,224,6,0
U010753,安卓,低端,52,6,0
U010754,安卓,低端,708,7,0
U010755,iOS,中端,2222,12,0
U010756,iOS,中端,111,7,0
U010757,iOS,中端,1070,11,0
U010758,安卓,中端,316,5,0
U010759,安卓,中端,207,6,0
U010760,安卓,中端,567,6,0
U010761,iOS,低端,492,6,0
U010762,安卓,低端,467,4,0
U010763,安卓,中端,74,6,0
U010764,安卓,高端,92,4,0
U010765,安卓,低端,168,7,0
U010766,安卓,中端,1259,6,1
U010767,iOS,高端,1243,9,0
U010768,安卓,低端,255,2,0
U010769,安卓,中端,238,9,0
U010770,安卓,低端,77,9,0
U010771,安卓,中端,40,11,1
U010772,安卓,低端,110,5,0
U010773,iOS,中端,1449,10,0
U010774,安卓,中端,240,3,0
U010775,安卓,中端,141,6,1
U010776,iOS,中端,615,11,0
U010777,安卓,中端,792,5,0
U010778,安卓,低端,148,6,0
U010779,iOS,高端,2398,9,0
U010780,安卓,低端,74,6,0
U010781,iOS,高端,179,10,0
U010782,安卓,中端,127,6,0
U010783,安卓,高端,51,5,0
U010784,安卓,中端,272,7,0
U010785,安卓,低端,262,7,0
U010786,安卓,中端,330,5,0
U010787,安卓,高端,482,3,0
U010788,安卓,中端,774,9,0
U010789,安卓,高端,1379,7,0
U010790,安卓,中端,542,3,0
U010791,安卓,中端,217,5,0
U010792,iOS,中端,361,5,0
U010793,安卓,中端,72,8,0
U010794,安卓,高端,305,8,0
U010795,安卓,中端,579,7,0
U010796,安卓,低端,519,5,0
U010797,iOS,高端,802,5,0
U010798,iOS,中端,379,8,0
U010799,安卓,高端,502,11,0
U010800,安卓,低端,128,4,0
U010801,iOS,中端,314,10,0
U010802,安卓,中端,5496,8,0
U010803,安卓,中端,163,8,0
U010804,安卓,低端,255,6,0
U010805,iOS,中端,149,9,0
U010806,iOS,中端,828,8,0
U010807,安卓,中端,397,7,0
U010808,iOS,高端,1253,8,0
U010809,iOS,中端,526,9,0
U010810,安卓,中端,66,5,0
U010811,iOS,低端,409,6,0
U010812,安卓,低端,195,5,0
U010813,安卓,低端,391,6,0
U010814,安卓,低端,204,5,1
U010815,安卓,高端,216,9,0
U010816,安卓,低端,2891,6,0
U010817,安卓,高端,811,3,0
U010818,安卓,低端,51,3,0
U010819,安卓,中端,74,3,0
U010820,iOS,中端,164,7,0
U010821,安卓,中端,45,10,0
U010822,安卓,高端,226,9,0
U010823,iOS,中端,508,12,0
U010824,iOS,中端,290,8,1
U010825,iOS,低端,67,8,0
U010826,安卓,中端,525,7,0
U010827,安卓,中端,600,8,0
U010828,iOS,中端,610,4,0
U010829,安卓,中端,90,8,0
U010830,安卓,中端,145,3,0
U010831,iOS,中端,114,4,0
U010832,iOS,低端,142,8,0
U010833,安卓,低端,367,4,0
U010834,安卓,中端,37,12,0
U010835,安卓,中端,21,6,0
U010836,安卓,中端,111,3,0
U010837,iOS,高端,127,10,0
U010838,iOS,中端,184,7,0
U010839,安卓,低端,148,6,0
U010840,安卓,低端,72,8,0
U010841,安卓,中端,111,2,0
U010842,iOS,中端,1297,12,0
U010843,安卓,低端,67,5,0
U010844,安卓,低端,62,6,0
U010845,安卓,高端,499,9,0
U010846,iOS,中端,557,9,0
U010847,iOS,中端,1518,3,0
U010848,安卓,中端,113,8,0
U010849,安卓,中端,148,6,0
U010850,安卓,低端,70,3,0
U010851,安卓,中端,927,4,0
U010852,安卓,高端,130,7,0
U010853,安卓,低端,8,4,0
U010854,安卓,中端,259,7,0
U010855,安卓,低端,107,5,0
U010856,iOS,中端,200,5,0
U010857,iOS,中端,198,8,0
U010858,安卓,低端,53,8,0
U010859,安卓,中端,145,6,0
U010860,安卓,低端,567,6,0
U010861,iOS,中端,89,9,0
U010862,安卓,中端,359,9,0
U010863,安卓,中端,166,9,1
U010864,安卓,低端,170,3,0
U010865,安卓,高端,281,4,0
U010866,iOS,中端,603,9,0
U010867,安卓,中端,198,7,0
U010868,安卓,中端,89,6,1
U010869,iOS,中端,404,7,0
U010870,iOS,高端,368,6,0
U010871,安卓,中端,361,4,0
U010872,安卓,中端,410,3,0
U010873,安卓,中端,1773,6,0
U010874,安卓,低端,8,4,0
U010875,安卓,低端,228,4,0
U010876,安卓,低端,417,7,0
U010877,安卓,中端,117,5,0
U010878,iOS,低端,940,9,0
U010879,安卓,高端,89,7,0
U010880,安卓,中端,264,9,0
U010881,安卓,高端,85,2,0
U010882,安卓,中端,323,2,0
U010883,安卓,中端,443,6,0
U010884,安卓,中端,653,6,0
U010885,iOS,中端,1452,6,0
U010886,安卓,中端,651,4,0
U010887,安卓,低端,1454,9,0
U010888,安卓,中端,229,7,0
U010889,安卓,低端,152,3,0
U010890,安卓,中端,1529,3,0
U010891,安卓,中端,287,7,0
U010892,iOS,高端,291,9,0
U010893,安卓,中端,225,5,0
U010894,iOS,中端,317,7,0
U010895,安卓,低端,51,4,0
U010896,安卓,低端,43,5,1
U010897,安卓,高端,1295,7,0
U010898,安卓,低端,101,5,0
U010899,iOS,中端,356,9,0
U010900,安卓,低端,966,9,0
U010901,iOS,中端,440,7,0
U010902,iOS,中端,150,7,0
U010903,安卓,中端,46,7,0
U010904,安卓,低端,279,6,0
U010905,安卓,高端,570,6,0
U010906,安卓,中端,620,4,0
U010907,安卓,低端,161,9,1
U010908,安卓,低端,305,5,0
U010909,安卓,高端,557,6,0
U010910,安卓,低端,479,4,0
U010911,安卓,低端,272,4,0
U010912,安卓,高端,673,4,0
U010913,安卓,低端,316,5,0
U010914,安卓,中端,87,6,0
U010915,安卓,低端,101,2,0
U010916,安卓,低端,636,6,0
U010917,安卓,低端,565,4,0
U010918,安卓,高端,280,4,0
U010919,安卓,高端,18,5,0
U010920,iOS,中端,653,10,0
U010921,iOS,低端,135,9,0
U010922,安卓,低端,506,10,0
U010923,iOS,低端,354,13,0
U010924,安卓,低端,175,5,0
U010925,iOS,中端,630,13,0
U010926,安卓,中端,967,9,0
U010927,iOS,中端,750,7,0
U010928,iOS,中端,468,8,0
U010929,安卓,低端,529,7,0
U010930,iOS,中端,389,5,0
U010931,安卓,低端,28,8,0
U010932,安卓,中端,231,7,0
U010933,iOS,中端,1612,6,0
U010934,安卓,中端,382,3,0
U010935,iOS,高端,345,4,1
U010936,安卓,中端,201,4,0
U010937,iOS,高端,130,7,1
U010938,iOS,中端,183,5,0
U010939,安卓,高端,147,6,0
U010940,安卓,低端,928,3,0
U010941,安卓,低端,186,4,1
U010942,iOS,中端,922,8,0
U010943,安卓,中端,359,7,0
U010944,安卓,低端,508,10,0
U010945,安卓,低端,303,4,0
U010946,安卓,高端,338,9,0
U010947,iOS,低端,303,13,0
U010948,iOS,中端,389,7,0
U010949,iOS,中端,256,6,0
U010950,安卓,中端,229,4,0
U010951,iOS,中端,480,9,0
U010952,安卓,中端,260,8,0
U010953,iOS,中端,267,8,0
U010954,iOS,中端,2752,9,0
U010955,iOS,中端,168,5,0
U010956,安卓,中端,162,7,0
U010957,安卓,低端,496,6,1
U010958,安卓,中端,665,4,0
U010959,安卓,中端,472,7,0
U010960,iOS,高端,2198,7,0
U010961,安卓,中端,305,9,0
U010962,安卓,低端,312,3,0
U010963,安卓,中端,715,6,0
U010964,安卓,中端,142,3,0
U010965,安卓,中端,640,4,0
U010966,安卓,中端,32,5,0
U010967,iOS,中端,1357,8,0
U010968,iOS,中端,215,11,0
U010969,安卓,高端,517,10,0
U010970,安卓,中端,558,4,0
U010971,安卓,高端,377,7,0
U010972,安卓,中端,183,4,0
U010973,安卓,低端,459,6,0
U010974,iOS,高端,486,6,0
U010975,安卓,低端,108,3,0
U010976,安卓,低端,699,7,0
U010977,安卓,低端,134,4,0
U010978,iOS,中端,186,8,0
U010979,安卓,低端,9,3,0
U010980,安卓,低端,445,1,0
U010981,iOS,中端,879,7,0
U010982,安卓,低端,75,2,0
U010983,安卓,中端,172,3,0
U010984,iOS,中端,400,6,0
U010985,安卓,中端,803,9,0
U010986,安卓,中端,361,4,0
U010987,安卓,中端,748,8,0
U010988,iOS,中端,220,6,0
U010989,安卓,中端,77,6,0
U010990,安卓,中端,145,5,0
U010991,安卓,中端,304,4,0
U010992,安卓,低端,180,5,0
U010993,iOS,中端,831,4,0
U010994,安卓,低端,539,7,0
U010995,iOS,中端,52,5,0
U010996,iOS,低端,582,6,0
U010997,安卓,高端,3926,3,0
U010998,安卓,中端,106,5,0
